player,team,position,age,market_value,contract_end,matches,minutes,goals,xg,nationality,country,foot,height,weight,on_loan,def_actions_p90,def_duels_p90,def_duels_won_pct,aerial_duels_p90,aerial_duels_won_pct,tackles_p90,tackles_adj_p90,blocked_shots_p90,interceptions_p90,interceptions_adj_p90,fouls_p90,yellow_cards,yellow_cards_p90,red_cards,red_cards_p90,att_actions_p90,goals_p90,np_goals,np_goals_p90,xg_p90,header_goals,header_goals_p90,shots,shots_p90,shots_on_target_pct,conversion_pct,assists,assists_p90,xa,xa_p90,crosses_p90,crosses_accurate_pct,dribbles_p90,dribbles_success_pct,off_duels_p90,off_duels_won_pct,box_touches_p90,progressive_runs_p90,passes_p90,passes_accurate_pct,fwd_passes_p90,fwd_passes_accurate_pct,back_passes_p90,back_passes_accurate_pct,lat_passes_p90,lat_passes_accurate_pct,long_passes_p90,long_passes_accurate_pct,avg_pass_length,avg_long_pass_length,second_assists_p90,third_assists_p90,smart_passes_p90,smart_passes_accurate_pct,key_passes_p90,final_third_passes_p90,final_third_passes_accurate_pct,penalty_area_passes_p90,penalty_area_passes_accurate_pct,through_passes_p90,through_passes_accurate_pct,through_passes_received_p90,deep_crosses_received_p90,progressive_passes_p90,progressive_passes_accurate_pct,position_group
E. Águila,Atlético de San Luis,LCB,23.0,0,,22,2204,2,1.69,Mexico,Mexico,esquerdo,180,76,sim,7.47,4.41,70.37,3.43,50.0,0.12,0.16,0.37,4.25,5.6,0.45,1.0,0.04,1.0,0.04,0.57,0.08,2.0,0.08,0.07,1.0,0.04,16.0,0.65,25.0,12.5,0.0,0.0,0.14,0.01,0.2,20.0,0.45,81.82,1.39,47.06,0.61,0.86,41.69,85.7,15.93,73.33,2.25,96.36,18.17,95.28,4.45,44.95,20.25,42.06,0.04,0.0,0.0,0.0,0.08,5.19,57.48,0.94,17.39,0.57,42.86,0.16,0.04,6.21,61.84,Defender
Miguel García,Atlético de San Luis,"LAMF, RCMF, RAMF",24.0,0,2026-06-30,26,1662,1,1.68,Mexico,Mexico,direito,182,66,sim,4.33,4.66,53.49,2.22,39.02,0.05,0.07,0.16,1.79,2.29,1.03,4.0,0.22,0.0,0.0,2.38,0.05,1.0,0.05,0.09,0.0,0.0,17.0,0.92,41.18,5.882,3.0,0.16,1.64,0.09,1.57,41.38,2.27,57.14,8.12,34.67,1.79,1.73,25.4,81.24,6.44,74.79,6.34,92.31,8.07,78.52,1.41,69.23,17.93,22.15,0.11,0.05,0.05,100.0,0.38,2.76,80.39,1.52,64.29,0.27,60.0,0.54,0.7,4.33,75.0,Forward
R. Torres,Atlético de San Luis,RB,21.0,0,,25,1934,1,0.69,Mexico,Mexico,direito,178,73,sim,7.68,6.47,58.99,1.68,33.33,0.23,0.29,0.19,3.63,4.45,0.6,5.0,0.23,0.0,0.0,2.09,0.05,1.0,0.05,0.03,0.0,0.0,7.0,0.33,57.14,14.286,3.0,0.14,1.25,0.06,2.93,38.1,1.49,53.13,2.84,39.34,0.7,1.21,32.53,73.82,13.17,63.25,5.63,95.87,9.45,75.37,4.7,39.6,21.75,34.26,0.05,0.0,0.05,0.0,0.37,4.05,59.77,3.07,48.48,0.33,14.29,0.47,1.21,8.42,66.85,Defender
E. Lira,Cruz Azul,"CB, RCMF, DMF",25.0,0,2029-06-30,30,2808,0,0.51,Mexico,Mexico,direito,172,70,sim,7.04,5.56,68.6,1.39,48.84,0.13,0.2,0.29,3.1,4.86,0.71,6.0,0.19,0.0,0.0,0.26,0.0,0.0,0.0,0.02,0.0,0.0,9.0,0.29,22.22,0.0,0.0,0.0,0.32,0.01,0.29,55.56,0.13,25.0,3.1,51.04,0.55,0.81,39.73,89.51,13.15,82.8,3.07,93.68,18.16,94.84,3.36,60.58,18.63,36.39,0.03,0.13,0.0,0.0,0.03,4.97,79.87,0.74,65.22,0.19,83.33,0.39,0.19,6.43,73.37,Midfielder
J. Paradela,Cruz Azul,"AMF, RW, RCMF",27.0,0,2029-06-30,31,2591,8,4.38,Argentina,Argentina,esquerdo,179,71,sim,4.33,4.65,61.54,0.86,29.17,0.07,0.11,0.11,1.4,2.2,1.11,3.0,0.1,0.0,0.0,3.18,0.28,8.0,0.29,0.16,0.0,0.0,56.0,2.0,41.07,14.286,5.0,0.18,3.69,0.13,1.65,54.35,3.15,42.05,10.23,33.57,1.9,1.68,29.98,75.18,8.41,56.6,6.44,94.44,9.3,79.62,2.5,42.86,17.41,39.34,0.21,0.0,0.47,30.77,0.64,4.22,55.08,3.54,49.49,0.93,23.08,1.5,0.79,4.36,79.51,Forward
W. Ditta,Cruz Azul,RCB,28.0,0,2028-06-30,31,3091,0,1.37,Colombia,Colombia,direito,180,80,sim,8.26,5.03,65.27,2.77,60.87,0.57,0.89,0.54,4.4,6.84,1.05,9.0,0.26,0.0,0.0,0.51,0.0,0.0,0.0,0.04,0.0,0.0,10.0,0.3,50.0,0.0,0.0,0.0,0.22,0.01,0.27,44.44,0.45,53.33,1.72,47.37,0.33,1.66,44.76,88.75,16.37,78.27,3.68,96.72,19.83,96.81,4.94,54.88,20.11,38.04,0.06,0.0,0.03,0.0,0.09,5.37,71.35,1.02,32.35,0.33,0.0,0.12,0.12,6.27,69.23,Defender
A. Zendejas,América,"RAMF, RW, RWF",28.0,0,2027-06-30,19,1538,8,5.12,Mexico,"Mexico, United States",esquerdo,167,66,sim,4.97,4.21,61.11,1.11,21.05,0.59,0.9,0.0,1.81,2.8,0.82,4.0,0.23,0.0,0.0,4.56,0.47,7.0,0.41,0.3,0.0,0.0,35.0,2.05,48.57,22.857,4.0,0.23,3.63,0.21,3.34,47.37,4.92,40.48,10.01,43.27,3.1,1.93,38.91,81.8,10.59,77.9,7.14,95.08,13.28,79.74,2.11,52.78,17.43,30.15,0.18,0.06,0.06,0.0,0.59,5.68,74.23,4.04,57.97,0.47,25.0,1.81,1.4,6.26,88.79,Forward
S. Sandoval,Tapatío,"AMF, CF",18.0,0,,23,1173,2,2.76,Mexico,Mexico,,0,0,sim,4.99,4.3,62.5,2.76,38.89,0.46,0.68,0.0,1.84,2.74,0.84,3.0,0.23,0.0,0.0,2.23,0.15,2.0,0.15,0.21,0.0,0.0,26.0,1.99,23.08,7.692,0.0,0.0,0.73,0.06,0.61,37.5,2.53,60.61,9.28,47.93,2.69,1.61,21.79,81.34,4.45,74.14,5.37,95.71,7.44,82.47,0.77,60.0,16.32,9.02,0.08,0.08,0.0,0.0,0.08,2.38,77.42,1.3,41.18,0.15,50.0,0.84,0.31,2.53,78.79,Forward
P. Ramírez,Atlas,"LCMF, RCMF",23.0,0,,19,1421,2,0.8,Mexico,Mexico,esquerdo,178,70,sim,6.14,5.0,63.29,1.84,48.28,0.44,0.53,0.25,2.53,3.04,0.95,3.0,0.19,1.0,0.06,1.01,0.13,2.0,0.13,0.05,0.0,0.0,12.0,0.76,41.67,16.667,0.0,0.0,0.21,0.01,0.51,25.0,0.7,72.73,3.23,43.14,0.89,1.01,29.77,85.32,8.55,76.3,4.43,90.0,10.26,90.74,2.47,66.67,16.91,30.33,0.06,0.0,0.13,50.0,0.13,4.05,70.31,0.63,30.0,0.32,40.0,0.13,0.13,3.67,74.14,Midfielder
S. Hernández,Atlas U21,"LB, LWB",21.0,0,,21,1659,0,0.66,Mexico,Mexico,direito,163,59,sim,7.65,7.38,58.82,1.14,42.86,0.43,0.55,0.11,2.88,3.63,1.08,2.0,0.11,0.0,0.0,3.85,0.0,0.0,0.0,0.04,0.0,0.0,18.0,0.98,16.67,0.0,2.0,0.11,1.28,0.07,2.66,40.82,5.37,48.48,9.71,39.66,1.03,1.74,24.3,72.77,6.56,61.16,5.26,91.75,7.54,71.94,2.39,45.45,18.95,27.59,0.05,0.0,0.05,0.0,0.27,2.33,48.84,3.36,45.16,0.43,12.5,0.65,0.98,5.21,76.04,Forward
D. González,Atlas,"RW, RCMF, RAMF",23.0,0,2028-06-30,25,2174,6,4.7,Paraguay,Paraguay,direito,177,67,sim,4.47,4.35,54.29,1.66,27.5,0.21,0.25,0.04,1.9,2.3,0.79,3.0,0.12,0.0,0.0,2.98,0.25,4.0,0.17,0.19,1.0,0.04,50.0,2.07,34.0,12.0,5.0,0.21,5.3,0.22,1.28,38.71,3.56,48.84,9.85,36.97,1.45,2.4,25.87,76.96,6.54,60.76,6.33,86.93,6.67,77.64,1.37,45.45,16.6,34.36,0.04,0.04,0.21,20.0,0.46,2.82,64.71,2.15,48.08,0.5,33.33,0.66,0.54,3.73,61.11,Forward
B. Gutiérrez,Guadalajara,"RCMF, LCMF",22.0,0,2030-06-30,9,562,0,0.7,United States,"United States, Mexico",direito,178,72,sim,5.77,5.6,54.29,0.8,40.0,0.8,1.24,0.0,1.92,2.98,1.92,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.11,0.0,0.0,12.0,1.92,41.67,0.0,1.0,0.16,0.23,0.04,0.8,20.0,2.08,46.15,6.25,35.9,1.76,1.6,41.64,83.85,12.49,73.08,7.37,95.65,12.65,87.34,3.2,45.0,16.52,33.81,0.16,0.16,0.16,100.0,0.48,7.05,79.55,1.6,70.0,0.96,66.67,0.8,0.16,6.41,75.0,Midfielder
V. Ríos,Atlas,"RCMF, LCMF, RCB",22.0,0,,24,1653,0,0.77,Mexico,Mexico,direito,191,74,sim,7.84,6.75,58.06,2.78,45.1,0.38,0.46,0.49,3.54,4.3,1.47,4.0,0.22,0.0,0.0,0.27,0.0,0.0,0.0,0.04,0.0,0.0,6.0,0.33,33.33,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.22,75.0,2.12,46.15,0.65,0.6,28.15,90.14,9.64,81.36,4.14,98.68,8.77,93.17,1.85,44.12,18.29,29.2,0.0,0.05,0.0,0.0,0.0,3.87,74.65,0.33,33.33,0.11,50.0,0.05,0.0,2.89,81.13,Midfielder
R. Alvarado,Guadalajara,"AMF, RWF, RAMF",27.0,0,2029-06-30,23,1930,4,3.16,Mexico,Mexico,esquerdo,176,70,sim,4.38,3.68,64.56,1.63,25.71,0.14,0.21,0.14,1.87,2.78,0.89,0.0,0.0,0.0,0.0,2.56,0.19,4.0,0.19,0.15,0.0,0.0,34.0,1.59,41.18,11.765,4.0,0.19,2.57,0.12,1.03,27.27,2.98,51.56,9.37,42.79,1.91,2.19,38.66,84.32,10.12,72.35,7.09,94.08,13.94,85.95,2.52,48.15,17.07,34.75,0.09,0.14,0.09,100.0,0.56,4.8,71.84,2.47,54.72,0.37,37.5,1.31,0.28,5.13,76.36,Forward
E. Álvarez,Guadalajara,"AMF, LWF, LAMF",23.0,0,2026-06-30,28,1902,3,4.17,United States,"United States, Mexico",esquerdo,175,72,sim,3.6,2.98,63.49,0.85,33.33,0.0,0.0,0.05,1.7,2.32,0.43,0.0,0.0,0.0,0.0,2.65,0.14,3.0,0.14,0.2,0.0,0.0,51.0,2.41,27.45,5.882,4.0,0.19,6.82,0.32,2.46,44.23,2.32,36.73,6.25,34.85,1.66,2.41,45.09,81.01,12.73,68.03,9.84,97.12,14.1,80.2,5.91,52.0,19.55,38.31,0.28,0.14,0.19,25.0,0.47,6.81,61.81,4.97,53.33,1.28,22.22,1.7,1.09,8.52,83.89,Forward
D. Arcila,León,"LCMF, LDMF, AMF",23.0,0,,13,576,2,0.68,Colombia,Colombia,direito,0,0,sim,4.38,3.59,47.83,1.09,57.14,0.16,0.24,0.0,2.5,3.78,1.09,2.0,0.31,0.0,0.0,3.59,0.31,2.0,0.31,0.11,0.0,0.0,24.0,3.75,20.83,8.333,0.0,0.0,1.11,0.17,2.66,41.18,3.13,55.0,9.38,35.0,1.41,3.13,54.69,86.29,14.53,78.49,9.06,93.1,20.16,89.92,4.22,62.96,17.75,22.71,0.0,0.0,0.0,0.0,0.31,8.13,75.0,3.59,65.22,0.31,50.0,1.41,1.09,8.13,78.85,Midfielder
I. González,Mazatlán U21,"RB, RWB",19.0,0,2027-12-31,9,507,0,0.15,Mexico,Mexico,unknown,173,61,sim,6.92,6.04,61.76,1.24,14.29,0.53,0.66,0.0,2.66,3.31,1.42,2.0,0.36,0.0,0.0,1.42,0.0,0.0,0.0,0.03,0.0,0.0,2.0,0.36,50.0,0.0,1.0,0.18,0.06,0.01,2.13,25.0,1.6,44.44,4.79,37.04,0.89,1.24,19.7,72.97,6.21,57.14,4.79,92.59,4.62,73.08,0.53,0.0,18.51,5.02,0.0,0.0,0.0,0.0,0.18,1.24,57.14,1.6,22.22,0.0,0.0,0.0,0.71,4.44,52.0,Forward
Á. Leyva,Mazatlán,"RCB, LCB, RB",19.0,0,,13,957,0,0.41,Mexico,Mexico,direito,182,79,sim,5.36,4.51,52.08,3.86,56.1,0.0,0.0,0.38,3.01,3.76,1.13,3.0,0.28,1.0,0.09,0.28,0.0,0.0,0.0,0.04,0.0,0.0,4.0,0.38,25.0,0.0,0.0,0.0,0.0,0.0,0.19,50.0,0.09,100.0,0.94,60.0,0.47,0.47,29.15,86.77,11.57,75.61,1.79,100.0,12.6,96.27,2.63,57.14,19.5,28.9,0.0,0.0,0.0,0.0,0.0,2.54,59.26,0.19,50.0,0.09,0.0,0.0,0.19,4.98,69.81,Defender
M. Zaleta,Mazatlán,"LB, LW",23.0,0,,20,1465,2,1.42,Mexico,Mexico,esquerdo,175,66,sim,6.14,5.59,50.55,1.04,41.18,0.18,0.22,0.12,3.13,3.75,0.68,2.0,0.12,0.0,0.0,2.21,0.12,2.0,0.12,0.09,0.0,0.0,13.0,0.8,61.54,15.385,1.0,0.06,1.8,0.11,2.15,28.57,1.97,56.25,4.85,48.1,0.98,1.47,28.44,77.54,9.65,63.06,6.33,95.15,7.56,80.49,2.95,45.83,19.06,31.66,0.0,0.06,0.06,0.0,0.12,3.07,68.0,1.84,43.33,0.18,0.0,0.43,0.55,5.59,67.03,Forward
S. Godínez,Mazatlán,"LCMF, RCMF, DMF",21.0,0,,7,534,0,0.05,Mexico,Mexico,direito,176,62,sim,8.93,7.25,62.79,0.67,25.0,0.67,0.77,0.34,3.71,4.23,0.67,1.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.01,0.0,0.0,2.0,0.34,0.0,0.0,0.0,0.0,0.04,0.01,0.17,0.0,0.34,50.0,2.19,30.77,0.17,0.17,29.33,85.06,8.93,73.58,5.22,93.55,10.62,85.71,1.85,54.55,18.43,20.75,0.17,0.0,0.0,0.0,0.17,2.7,87.5,0.34,0.0,0.0,0.0,0.17,0.0,4.04,62.5,Midfielder
O. García,León,GK,22.0,0,,21,2116,0,0.0,Mexico,Mexico,direito,188,82,sim,2.0,0.3,71.43,0.3,100.0,0.0,0.0,0.0,1.79,2.41,0.04,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,80.0,0.0,0.0,17.31,86.73,8.08,73.68,0.0,0.0,8.0,97.87,4.64,53.21,27.2,45.63,0.0,0.0,0.0,0.0,0.0,1.45,41.18,0.09,0.0,0.17,25.0,0.0,0.0,2.51,67.8,Goalkeeper
D. Hernández,Mazatlán,"RAMF, CF, LW",24.0,0,,19,1020,0,0.91,Mexico,Mexico,direito,170,67,sim,5.29,4.15,72.34,1.24,50.0,0.26,0.34,0.18,2.03,2.63,0.71,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.08,0.0,0.0,9.0,0.79,0.0,0.0,1.0,0.09,1.31,0.12,2.91,27.27,3.62,46.34,12.71,33.33,1.32,1.32,29.65,80.06,6.62,70.67,6.26,92.96,10.5,80.67,2.38,66.67,18.17,23.16,0.09,0.0,0.18,50.0,0.53,3.18,75.0,3.44,53.85,0.53,50.0,1.24,0.71,5.03,75.44,Forward
D. Cambindo,León,CF,30.0,0,2027-12-31,23,1909,10,11.52,Colombia,Colombia,direito,188,80,sim,2.26,2.83,51.67,4.67,38.38,0.05,0.06,0.05,0.75,1.03,1.56,4.0,0.19,1.0,0.05,2.36,0.47,9.0,0.42,0.54,2.0,0.09,65.0,3.06,43.08,16.923,1.0,0.05,1.49,0.07,0.66,28.57,2.5,33.96,7.68,29.45,3.91,0.99,10.47,77.93,1.74,75.68,3.02,85.94,2.55,81.48,0.14,33.33,14.19,4.82,0.05,0.0,0.19,0.0,0.33,0.75,93.75,0.61,61.54,0.19,0.0,0.33,0.19,1.08,91.3,Forward
A. Bautista,Pachuca,"AMF, LDMF, RDMF",23.0,0,2028-06-30,27,2093,2,3.1,Mexico,Mexico,direito,169,65,sim,4.77,3.57,67.47,1.33,29.03,0.09,0.12,0.13,2.28,3.14,0.73,5.0,0.22,1.0,0.04,1.08,0.09,2.0,0.09,0.13,0.0,0.0,28.0,1.2,28.57,7.143,2.0,0.09,2.4,0.1,1.25,27.59,1.12,26.92,4.39,33.33,1.29,1.72,30.19,83.48,9.03,73.33,4.77,92.79,10.92,89.37,2.28,58.49,17.13,27.75,0.0,0.0,0.17,50.0,0.22,4.69,73.39,1.63,39.47,0.47,45.45,0.47,0.47,4.73,66.36,Midfielder
A. Domínguez,Pachuca,"RAMF, RW",21.0,0,2029-06-30,19,1353,2,1.37,Mexico,Mexico,direito,171,54,sim,5.65,5.45,58.54,2.0,33.33,0.27,0.34,0.07,2.2,2.82,1.06,1.0,0.07,0.0,0.0,2.33,0.13,2.0,0.13,0.09,0.0,0.0,17.0,1.13,29.41,11.765,2.0,0.13,0.9,0.06,2.39,25.0,2.79,50.0,9.18,40.58,1.4,2.46,26.01,71.1,7.38,57.66,5.45,96.34,6.98,73.33,1.6,37.5,18.08,28.97,0.0,0.0,0.07,0.0,0.47,2.53,60.53,2.59,35.9,0.47,57.14,0.93,0.93,4.46,56.72,Forward
J. Berlanga,Pachuca,"LCB, RCB, RB",22.0,0,,9,628,0,0.0,Mexico,Mexico,direito,180,73,sim,6.45,4.87,58.82,1.43,30.0,0.43,0.6,0.29,3.15,4.37,1.15,4.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.72,20.0,0.14,0.29,46.43,91.36,15.48,84.26,3.73,100.0,21.21,95.27,2.87,40.0,18.08,24.57,0.0,0.0,0.0,0.0,0.0,4.16,79.31,0.29,0.0,0.14,0.0,0.0,0.0,7.31,74.51,Defender
O. Idrissi,Pachuca,"LAMF, LW",30.0,0,2028-06-30,24,1501,5,4.32,Netherlands,"Netherlands, Morocco",direito,183,78,sim,4.14,4.44,59.46,0.24,25.0,0.18,0.25,0.0,1.32,1.85,0.78,4.0,0.24,1.0,0.06,5.34,0.3,4.0,0.24,0.26,0.0,0.0,22.0,1.32,45.45,22.727,2.0,0.12,3.34,0.2,3.9,33.85,6.0,56.0,13.31,43.24,2.7,5.88,36.82,78.66,6.12,68.63,9.11,92.11,15.59,79.23,3.96,71.21,20.34,37.01,0.18,0.06,0.06,100.0,0.66,2.58,69.77,3.9,53.85,0.06,0.0,1.38,1.08,5.28,84.09,Forward
V. Gauthier,León,"LCB, RCB",22.0,0,2029-06-30,8,629,0,0.32,Uruguay,Uruguay,direito,191,88,sim,7.73,4.86,64.71,2.58,38.89,0.14,0.18,0.57,4.44,5.44,1.0,1.0,0.14,1.0,0.14,0.14,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,100.0,0.14,100.0,0.14,0.29,33.48,81.2,16.88,68.64,2.15,100.0,11.02,93.51,6.3,40.91,19.85,35.96,0.0,0.0,0.0,0.0,0.0,4.15,37.93,0.86,0.0,0.29,0.0,0.0,0.0,6.58,65.22,Defender
S. Santos,Mazatlán,RB,23.0,0,,18,1419,0,0.83,Mexico,Mexico,direito,178,72,sim,10.02,9.39,52.03,1.27,45.0,0.57,0.7,0.13,4.57,5.57,2.09,5.0,0.32,1.0,0.06,2.22,0.0,0.0,0.0,0.05,0.0,0.0,11.0,0.7,36.36,0.0,1.0,0.06,1.55,0.1,2.28,41.67,2.03,46.88,4.31,29.41,0.82,1.65,30.06,77.43,11.67,71.2,4.88,94.81,7.93,81.6,2.6,36.59,17.19,29.33,0.0,0.06,0.06,100.0,0.32,2.92,67.39,2.28,52.78,0.32,60.0,0.44,1.01,6.28,69.7,Defender
E. Rodríguez,León,"LW, RAMF, LAMF",22.0,0,2028-06-30,14,517,0,0.43,Mexico,Mexico,esquerdo,175,73,sim,6.27,6.09,57.14,1.22,71.43,0.0,0.0,0.17,2.79,4.14,2.09,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.08,0.0,0.0,5.0,0.87,0.0,0.0,0.0,0.0,0.01,0.0,2.44,7.14,3.66,57.14,9.23,41.51,0.7,1.74,30.46,73.71,7.49,53.49,5.92,94.12,9.4,77.78,2.79,56.25,20.3,24.16,0.0,0.0,0.0,0.0,0.0,2.44,64.29,2.61,13.33,0.52,33.33,0.52,0.35,5.57,53.13,Forward
M. Ruiz,Toluca,"LCMF, LDMF, DMF",25.0,0,2027-06-30,29,2677,3,4.74,Mexico,Mexico,direito,182,69,sim,8.37,5.75,63.16,2.66,48.1,1.14,1.72,0.2,3.6,5.42,1.08,8.0,0.27,0.0,0.0,1.78,0.1,3.0,0.1,0.16,1.0,0.03,47.0,1.58,31.91,6.383,4.0,0.13,5.36,0.18,0.54,43.75,1.48,54.55,7.5,50.67,2.19,2.08,49.89,86.25,16.57,74.85,7.16,97.18,17.42,92.47,4.27,56.69,18.26,37.22,0.03,0.13,0.34,70.0,0.57,9.11,74.17,2.79,54.22,1.38,41.46,1.61,0.24,6.56,83.59,Midfielder
Paulinho,Toluca,CF,33.0,0,2027-06-30,29,2448,21,17.8,Portugal,Portugal,esquerdo,187,88,sim,2.24,2.24,45.9,2.39,33.85,0.07,0.11,0.15,1.14,1.7,1.29,3.0,0.11,0.0,0.0,1.8,0.77,20.0,0.74,0.65,2.0,0.07,79.0,2.9,48.1,26.582,3.0,0.11,1.47,0.05,0.59,25.0,0.77,23.81,4.01,28.44,4.85,0.33,12.98,76.77,2.46,67.16,3.49,84.21,4.56,75.0,0.96,61.54,17.17,23.93,0.07,0.0,0.18,40.0,0.29,1.1,66.67,1.03,75.0,0.29,37.5,0.99,0.15,1.62,65.91,Forward
P. Bellón,León,LCB,28.0,0,2026-06-30,8,720,0,0.28,Mexico,"Mexico, France",esquerdo,189,76,sim,8.63,7.13,57.89,2.88,43.48,0.13,0.18,1.0,4.38,6.33,1.38,2.0,0.25,0.0,0.0,0.13,0.0,0.0,0.0,0.04,0.0,0.0,2.0,0.25,50.0,0.0,0.0,0.0,0.25,0.03,0.0,0.0,0.0,0.0,0.75,33.33,0.38,0.0,46.63,89.54,17.0,79.41,1.38,81.82,22.88,97.81,3.5,28.57,20.45,39.39,0.0,0.0,0.0,0.0,0.13,2.88,56.52,0.13,0.0,0.13,0.0,0.13,0.0,6.5,55.77,Defender
Everardo López,Toluca,"LCB, LB",20.0,0,,23,1686,0,1.43,Mexico,Mexico,esquerdo,180,72,sim,8.38,6.41,65.0,2.19,41.46,0.16,0.24,0.27,4.06,6.05,1.28,1.0,0.05,0.0,0.0,0.21,0.0,0.0,0.0,0.08,0.0,0.0,7.0,0.37,42.86,0.0,0.0,0.0,0.0,0.0,0.27,20.0,0.05,0.0,0.48,33.33,0.53,0.91,43.35,89.9,17.67,81.27,3.95,95.95,15.53,96.56,3.68,43.48,18.95,30.82,0.0,0.0,0.0,0.0,0.0,5.18,75.26,0.43,50.0,0.11,100.0,0.16,0.05,6.99,65.65,Defender
E. Echeverría,Santos Laguna,"LB, LWB",22.0,0,,19,1034,0,0.2,Mexico,Mexico,esquerdo,174,68,sim,6.18,6.62,55.26,1.57,38.89,0.09,0.13,0.17,2.44,3.51,0.87,5.0,0.44,0.0,0.0,2.96,0.0,0.0,0.0,0.02,0.0,0.0,4.0,0.35,50.0,0.0,0.0,0.0,0.94,0.08,3.13,33.33,2.35,74.07,5.66,46.15,0.96,2.0,26.98,74.52,10.62,73.77,4.53,96.15,7.49,69.77,3.22,48.65,18.6,23.92,0.0,0.17,0.0,0.0,0.44,3.13,75.0,2.35,48.15,0.44,20.0,0.26,0.96,5.83,76.12,Forward
C. Gruezo,Santos Laguna,"RCMF, RDMF",30.0,0,,9,791,1,0.35,Ecuador,Ecuador,direito,173,71,sim,6.94,6.49,56.14,1.02,22.22,0.23,0.33,0.11,3.07,4.4,2.39,3.0,0.34,1.0,0.11,0.23,0.11,1.0,0.11,0.04,0.0,0.0,5.0,0.57,20.0,20.0,0.0,0.0,0.35,0.04,0.23,50.0,0.34,0.0,1.48,46.15,0.68,0.11,24.24,81.22,8.31,67.12,2.73,95.83,10.24,93.33,4.21,75.68,19.61,32.73,0.0,0.0,0.0,0.0,0.23,4.1,69.44,0.68,66.67,0.23,50.0,0.46,0.11,3.87,67.65,Midfielder
C. Garza,Pumas UNAM,"LCMF, RDMF, RCMF",20.0,0,2026-06-30,8,533,0,0.08,Mexico,Mexico,direito,170,64,sim,9.62,5.91,57.14,2.03,58.33,0.17,0.21,0.51,6.08,7.4,0.84,3.0,0.51,0.0,0.0,0.34,0.0,0.0,0.0,0.01,0.0,0.0,2.0,0.34,0.0,0.0,0.0,0.0,0.02,0.0,0.17,0.0,0.51,66.67,2.53,46.67,0.51,0.84,45.76,90.04,9.29,76.36,10.13,98.33,18.91,93.75,3.71,81.82,14.69,21.24,0.0,0.0,0.17,0.0,0.17,4.22,84.0,0.68,50.0,0.17,0.0,0.34,0.0,4.22,68.0,Midfielder
Á. Azuaje,Pumas UNAM,"LCB, CB",21.0,0,,18,1465,0,0.19,Mexico,"Mexico, Venezuela",esquerdo,178,75,sim,8.97,5.1,69.88,3.81,41.94,0.18,0.22,0.86,5.22,6.34,0.55,3.0,0.18,0.0,0.0,0.43,0.0,0.0,0.0,0.01,0.0,0.0,3.0,0.18,33.33,0.0,0.0,0.0,0.1,0.01,0.43,42.86,0.25,75.0,1.78,55.17,0.37,0.98,41.28,84.82,17.75,74.05,2.33,94.74,17.2,94.29,6.27,52.94,21.64,39.32,0.06,0.0,0.0,0.0,0.12,5.41,64.77,1.04,29.41,0.49,0.0,0.12,0.31,7.06,59.13,Defender
P. Vite,Pumas UNAM,"RAMF, RCMF, AMF",23.0,0,2029-07-18,25,1965,3,2.22,Ecuador,Ecuador,esquerdo,168,68,sim,5.31,4.44,57.73,1.1,37.5,0.18,0.24,0.23,2.56,3.41,0.78,1.0,0.05,0.0,0.0,1.83,0.14,3.0,0.14,0.1,0.0,0.0,21.0,0.96,23.81,14.286,1.0,0.05,2.46,0.11,1.01,54.55,1.51,63.64,6.0,37.4,0.87,1.28,47.08,89.88,11.82,79.46,8.06,98.3,19.65,92.31,3.02,62.12,18.23,32.99,0.0,0.05,0.18,50.0,0.41,6.73,82.99,2.84,62.9,0.5,63.64,1.37,0.6,7.24,87.97,Forward
R. López,Pumas UNAM,"RB, RW, CF",24.0,0,,25,1495,1,1.39,Mexico,Mexico,direito,173,65,sim,5.36,5.0,53.01,1.93,40.63,0.0,0.0,0.42,2.71,3.65,1.02,1.0,0.06,0.0,0.0,2.05,0.06,1.0,0.06,0.08,0.0,0.0,17.0,1.02,23.53,5.882,3.0,0.18,2.02,0.12,2.65,31.82,1.87,48.39,6.32,35.24,1.38,1.87,38.23,80.47,13.36,70.27,7.4,95.93,11.68,86.08,4.33,59.72,19.76,29.5,0.06,0.0,0.06,100.0,0.24,5.24,79.31,2.89,52.08,0.78,46.15,0.96,0.72,7.04,73.5,Forward
